Codice Articolo,Descrizione Articolo,Inventario,Lob Associata,Lob Associata Cleaned,LOB Cleaning Decision,desc_token_count,desc_token_outlier
PVDM4-32=,32-channel DSP module,Inventario,2003,2003,unchanged,4,0
PVDM4-64,64-channel DSP module,Inventario,2003,2003,unchanged,4,0
PVDM4-64=,64-channel DSP module,Inventario,2003,2003,unchanged,4,0
PVDM4-64-RF,64-channel DSP module REMANUFACTURED,Inventario,2003,2003,unchanged,5,0
PVDPA0197,STAFFA INVIDEO UNIVERSAL SILVER,Inventario,4009,4009,unchanged,4,0
PVDPA0199,INVIDEO UNIVERSAL TELE 400-600mm SILVER,Inventario,4009,4009,unchanged,6,0
PVDPA0736,Staffa universale a muro con braccio allungabile 60-90 cm,Inventario,4009,4009,unchanged,10,0
PVDPP0363,PANASONIC RAPP PROIEZIONE 0.35:1 OTTICA FISSA,Inventario,4009,4009,unchanged,8,0
PVDPP0392,PROIETTORE PANASONIC,Inventario,4009,4009,unchanged,2,0
PVDPP0677,"PANASONIC PT-VX430EJ proiettore LCD, risoluzione XGA",Inventario,4009,4009,unchanged,7,0
PVE-3KP,PhoneView Engineer Edition 3000 Phones,Inventario,4004,4004,unchanged,5,0
PVE-RTU-3KP-1Y,"PhoneView Engineer - 1 Year Right to ise, Support & Upgrade",Non in inventario,4003,4003,unchanged,9,0
PVN-RTU-TIER-10K,"PhoneViewEnterprise RTU Under 50k Phones (Per 1,000 Phones)",Inventario,4004,4004,unchanged,9,0
PVQ-BIU6L1MBU,PATCH CORD PANVIEW CAT. 6 UTP 1M LSZH,Inventario,1008,1008,unchanged,8,0
PVQ-BIU6L2MBU,PATCH CORD PANVIEW CAT. 6 UTP 2M LSZH,Inventario,1008,1008,unchanged,8,0
PVQ-EM,PANVIEW IQ EXPANSION MODULE,Inventario,1008,1008,unchanged,4,0
PVQ-EPC20,"PanView iQ™ Expansion Port Cable, 20"", (0.5m).",Inventario,1008,1008,unchanged,8,0
PVQ-EPC28,cavo di collegamento modulo em,Inventario,1008,1008,unchanged,5,0
PVQ-EU6AC1MBU,"PViQ Enhanced Interconnect Patch Cord, UTP, Cat 6A, RATED",Inventario,1008,1008,unchanged,9,0
PVQ-MIQAPU24,Angled unshielded 24-port unpopulated angled UTP modular int,Inventario,1008,1008,unchanged,9,0
PVQ-MIQPU24,PANVIEW IQ MODULAR INTELLIGENT PATCH PANEL 24 PORT,Inventario,1008,1008,unchanged,8,0
PVQ-PM,"Pannello manager, completo di alette di fissaggio, patch cor",Inventario,1008,1008,unchanged,9,0
PVQ-PS12VDC-E,Alimentatore 30W per Europa,Inventario,1008,1008,unchanged,4,0
PVUTP6X1MBBU,Patch Cord Panview Cat.6A 1 metri,Inventario,1008,1008,unchanged,7,0
PVUTP6X2MBBU,Patch Cord Panview Cat.6A 2 metri,Inventario,1008,1008,unchanged,7,0
PVUTP6X3MBBU,Patch Cord Panview Cat.6A 3 metri,Inventario,1008,1008,unchanged,7,0
PVUTPSPC2MBBL,Bretelle intelligenti crossconnect cat6 utp 2 metri NERE,Inventario,1008,1008,unchanged,8,0
PVUTPSPC2MBBUY,"COPPER PATCH CORD, PANVIEW, UTP, CAT6, 2M, BU",Inventario,1008,1008,unchanged,8,0
PW-2407WU,"Wall Mount Power Pack, 24VDC, 0.75A, 2.1mm, Universal",Inventario,4009,4009,unchanged,10,0
PW-2420RU,ALIMENTATORE 24V/2A,Inventario,4008,4008,unchanged,3,0
PW3K1EN,PW-3000 INTELLIGENT CONTROLLER ETHERNET,Inventario,2014,2014,unchanged,5,0
PW3K1IC,PW-3000 INTELLINGENT CONTROLLER - CAPACITY,Inventario,2014,2014,unchanged,5,0
PW43PRUPG,Pro-Watch PE Upgrade from 3.8x to 4.x; 60 days warranty,Inventario,2014,2014,unchanged,13,0
PW55PESW,"Pro-Watch 5.5 PE Server Software* 1 Server User License, 32 Reader License, 1 C..",Inventario,2013,2013,unchanged,16,0
PW55SWCL,Single User Software License add-on for PWPE and PWCE,Inventario,2013,2013,unchanged,10,0
PW5K1EN,TERMINAL SERVER,Inventario,2014,2014,unchanged,2,0
PW5K1IC,PANEL IC BOARD,Inventario,2014,2014,unchanged,3,0
PW5K1R2,DUAL READER MODULE,Inventario,2014,2014,unchanged,3,0
PW5K2ENC2,ENCLOSURE NEXWATCH RACK MOUNT,Inventario,2014,2014,unchanged,4,0
PW60CESW,KIT LICENSE PRO WATCH 60 CE SW 1 SR,Inventario,2014,2014,unchanged,9,0
PW6K1ICE,"PW-6101 Intelligent Controller Board , POE, embedded ether",Inventario,2014,2014,unchanged,8,0
PW6K1R1E,"PW-6101 2 readers board, POE.",Inventario,2014,2014,unchanged,6,0
PW6K1R2,PW6000 DUAL READER BOARD,Inventario,2014,2014,unchanged,4,0
PW7K1IC,"PW-7000 Intelligent Controller, 2 Door, 32 I/O and/or reader boards combined. Includes onboard ethe",Inventario,2014,2014,unchanged,17,0
PW7K1ICE,"PW7000 IP (PoE) Intelligent Controller, embedded Ethernet. Supports one door with reader on both si",Inventario,2014,2014,unchanged,15,0
PW7K1R2,PW7000 2 Door board OSDP supported.,Inventario,2014,2014,unchanged,6,0
PWDBUT,PRO-WATCH DATABASE TRANSFER UTILITY,Inventario,2014,2014,unchanged,5,0
PWDBUT-API,PW API DTU,Inventario,2014,2014,unchanged,3,0
PWE-4803RU,Alimentatore,Inventario,24001,24001,unchanged,1,0
PWLP1501,Mercury PWLP1501 PoE+ Intelligent Access,Inventario,2013,2013,unchanged,5,0
PWM-60-24KN,"Driver LED Mean Well, 60W, IN 127",Inventario,3004,3004,unchanged,7,0
PWPESW,PRO-WATCH PE SERVER SOFTWARE - ENGLISH VERSION,Inventario,2014,2014,unchanged,7,0
PWPESW8,PRO-WATCH 3.80 PE SERVER SOFTWARE,Inventario,2014,2014,unchanged,7,0
PWPR7UPG,PRO-WATCH PROFESSIONAL ED RELEASE 6 TO 7 UPGRADE,Inventario,2014,2014,unchanged,9,0
PWR-1.6KW-AC,ASR 9900 Fixed Chassis AC Power Supply,Inventario,2003,2003,unchanged,7,0
PWR-115W-AC,Cisco 3504 Wireless Controller Power Supply,Inventario,2001,2001,unchanged,6,0
PWR-120-48,"48V, 120W Din-Rail Power Supply (NDR-120-48, adjustable 48-5",Inventario,2006,2006,unchanged,12,0
PWR-12VDC-84W=,Power supply 12VDC 84W,Inventario,4008,4008,unchanged,4,0
PWR18W-WW,"18W Power Adapter for Worldwide. Spare""",Inventario,4001,4001,unchanged,6,0
PWR-240-48,"48V, 240W Din-Rail Power Supply (NDR-240-48), 5A",Inventario,3004,3004,unchanged,10,0
PWR-2504-AC,Cisco AIR-PWRINJ3= PoE Injector - 48 V DC Input - 48 V DC Ou,Inventario,2001,2001,unchanged,13,0
PWR-2700-AC,2700W AC POWER SUPPLY FOR CISCO7606,Inventario,2003,2003,unchanged,6,0
PWR-2800A,ALIMENTATORE X 2800,Inventario,2006,2006,unchanged,3,0
PWR-2911-AC,CISCO2911 AC POWER SUPPLY,Inventario,2003,2003,unchanged,4,0
PWR-2911-AC-RF,Cisco 2911 AC Power Supply REMANUFACTURED,Inventario,2006,2006,unchanged,6,0
PWR-2921-51-AC,CISCO 2921/2951 AC POWER SUPPLY,Inventario,2003,2003,unchanged,6,0
PWR-3845-AC,CISCO 3845 AC POWER SUPPLY,Inventario,2003,2003,unchanged,5,0
PWR-3845-AC/2,CISCO3845 REDUNDANT AC POWER SUPPLY,Inventario,2003,2003,unchanged,5,0
PWR-3900-AC,CISCO 3925/3945 AC POWER SUPPLY,Inventario,6001,6001,unchanged,6,0
PWR-3900-AC/2,CISCO 3925/3945 AC POWER SUPPLY (SECONDARY PS),Inventario,2003,2003,unchanged,8,0
PWR-40-24,40W 24V DC Single Output Industrial DIN Rail Power Supply,Inventario,2006,2006,unchanged,10,0
PWR-4320-AC,AC Power Supply for Cisco ISR 4320,Inventario,2003,2003,unchanged,7,0
PWR-4320-AC=,"AC Power Supply for Cisco ISR 4320, Spare",Inventario,2003,2003,unchanged,8,0
PWR-4320-POE-AC-RF,"AC Power Supply with POE for Cisco ISR 4320, REMANUFACTURED",Inventario,2003,2003,unchanged,10,0
PWR-4330-AC,AC Power Supply for Cisco ISR 4330,Inventario,2003,2003,unchanged,7,0
PWR-4330-AC-RF,"AC Power Supply for Cisco ISR 4330, REMANUFACTURED",Inventario,2003,2003,unchanged,8,0
PWR-4330-DC,DC Power Supply for Cisco ISR 4330,Inventario,2003,2003,unchanged,7,0
PWR-4330-DC=,DC POWER SUPPLY FOR CISCO ISR 4330,Inventario,2003,2003,unchanged,7,0
PWR-4430-AC,AC Power Supply for Cisco ISR 4430,Inventario,2003,2003,unchanged,7,0
PWR-4430-AC/2,AC Power Supply (Secondary PS) for Cisco ISR 4430,Inventario,2003,2003,unchanged,9,0
PWR-4430-AC=,AC Power Supply for Cisco ISR 4430,Inventario,2003,2003,unchanged,7,0
PWR-4450-AC,"AC Power Supply for Cisco ISR 4450 and ISR 4350, Spare",Inventario,2002,2002,unchanged,11,0
PWR-4460-650-AC2,Redundant 650W AC Power Supply for Cisco ISR 4461,Inventario,2003,2003,unchanged,9,0
PWR-480-48,ALIMENTATORE A BARRA DIN 48V 4 80W 10A,Inventario,2006,2006,unchanged,8,0
PWR-60W-AC,POWER SUPPLY 60 WATT AC,Inventario,2003,2003,unchanged,5,0
PWR-60W-SX-AC=,Power supply for SX20,Inventario,4008,4008,unchanged,4,0
PWR-66W-AC-V2,Power Supply 66 Watt AC V2 for C890 and C1100 series,Inventario,2006,2006,unchanged,11,0
PWR675-AC-RPS-N1,675W REDUNDANT POWER SUPPLY WITH 1 CONNECTOR CABLE,Inventario,2002,2002,unchanged,8,0
PWR-7201-AC,CISCO 7201 AC POWER SUPPLY OPTION SYSTEM,Inventario,2003,2003,unchanged,7,0
PWR-75-24,Alimentatore industriale 24V 75W DIN rail,Inventario,2006,2006,unchanged,6,0
PWR-820-WW2,UNIVERSAL AC POWER ADAPTER SPARE,Inventario,2003,2003,unchanged,5,0
PWR-830-WW1,CISCO 830 SERIES EXTERNAL AC,Inventario,2003,2003,unchanged,5,0
PWR-ADPT-18W,"Power adaptor, 18W, for Catalyst 1000 switches",Inventario,2002,2002,unchanged,7,0
PWR-BGA12V50W0WW,Zebra Adattatore corrente Zebra - 12 V DC Output Voltage - 4,Inventario,3004,3004,unchanged,10,0
PWR-C1-1100WAC,1100W AC CONFIG1 POWER SUPPLY,Inventario,2002,2002,unchanged,5,0
PWR-C1-1100WAC-P,1100W AC 80+ platinum Config 1 Power Supply,Inventario,2002,2002,unchanged,8,0
PWR-C1-1100WAC-P/2,1100W AC 80+ platinum Config 1 Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C1-1100WAC-P=,1100W AC 80+ platinum Config 1 Power Supply Spare,Inventario,2002,2002,unchanged,9,0
PWR-C1-1100WAC-P-M,"C9000 1100W AC Platinum Power Supply, w/MERAKI",Inventario,2016,2016,unchanged,8,0
PWR-C1-1100WAC-UP,Upgrade option 1100W AC 80+ platinum Config 1 Power Supply,Inventario,2002,2002,unchanged,10,0
PWR-C1-350WAC,350W AC CONFIG 1 POWER SUPPLY,Inventario,2002,2002,unchanged,6,0
PWR-C1-350WAC/2,350W AC Config 1 SecondaryPower Supply,Inventario,2002,2002,unchanged,6,0
PWR-C1-350WAC-P,350W AC 80+ platinum Config 1 Power Supply,Inventario,2002,2002,unchanged,8,0
PWR-C1-350WAC-P/2,350W AC 80+ platinum Config 1 Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C1-350WAC-P=,350W AC 80+ platinum Config 1 Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C1-350WAC-P-M,"C9000 350W AC Platinum Power Supply, w/MERAKI",Inventario,2002,2002,unchanged,8,0
PWR-C1-715WAC,715W AC CONFIG 1 POWER SUPPLY,Inventario,2002,2002,unchanged,6,0
PWR-C1-715WAC/2,715W AC CONFIG 1 SECONDARY POWER SUPPLY,Inventario,2002,2002,unchanged,7,0
PWR-C1-715WAC=,715W AC CONFIG 1 POWER SUPPLY,Inventario,2002,2002,unchanged,6,0
PWR-C1-715WAC-P,715W AC 80+ platinum Config 1 Power Supply,Inventario,2002,2002,unchanged,8,0
PWR-C1-715WAC-P/2,715W AC 80+ platinum Config 1 SecondaryPower Supply,Inventario,2002,2002,unchanged,8,0
PWR-C1-715WAC-P=,715W AC 80+ platinum Config 1 Power Supply Spare,Inventario,2002,2002,unchanged,9,0
PWR-C1-715WAC-P-M,"C9000 715W AC Platinum Power Supply, w/MERAKI",Inventario,2016,2016,unchanged,8,0
PWR-C1-BLANK,Config 1 Power Supply Blank,Inventario,2002,2002,unchanged,5,0
PWR-C2-250WAC,250W AC CONFIG 2POWER SUPPLY SPARE,Inventario,2002,2002,unchanged,6,0
PWR-C2-250WAC/2,250W AC Config 2 Secondary Power Supply,Inventario,2002,2002,unchanged,7,0
PWR-C2-250WAC=,250W AC CONFIG 2POWER SUPPLY SPARE,Inventario,2002,2002,unchanged,6,0
PWR-C2-250WAC-RF,250W AC Config 2 Power Supply Spare REMANUFACTURED,Inventario,2002,2002,unchanged,8,0
PWR-C2-640WAC,640W AC CONFIG 2 POWER SUPPLY SPARE,Inventario,2002,2002,unchanged,7,0
PWR-C2-640WAC=,640W AC CONFIG 2 POWER SUPPLY SPARE,Inventario,2002,2002,unchanged,7,0
PWR-C3-750WAC-R,750W AC Config 3 Power Supply front to back cooling spare,Inventario,2002,2002,unchanged,11,0
PWR-C45-1000AC,CATALYST 4500 1000W AC POWER SUPPLY SPARE,Inventario,2002,2002,unchanged,7,0
PWR-C45-1300ACV,CATALYST 4500 1300W AC POWER SUPPLY WITH INT VOICE,Inventario,2002,2002,unchanged,9,0
PWR-C45-1400AC,CATALYST 4500 1400W AC POWER SUPPLY,Inventario,2002,2002,unchanged,6,0
PWR-C45-2800ACV,CATALYST 4500 2800W AC POWER SUPPLY WITH INLINE POWER,Inventario,2002,2002,unchanged,9,0
PWR-C45-2800ACV-RF,Cat4500 2800W AC P/S (Data and PoE) REF,Inventario,2002,2002,unchanged,9,0
PWR-C4-950WAC-R,950W AC Config 4 Power Supply front to back cooling,Inventario,2002,2002,unchanged,10,0
PWR-C4-950WAC-R/2,950W AC Config 4 Power Supply front to back cooling,Inventario,2002,2002,unchanged,10,0
PWR-C4-950WAC-R=,950W AC Config 4 Power Supply front to back cooling,Inventario,2002,2002,unchanged,10,0
PWR-C4-BLANK,Catalyst 9500 power supply blank cover,Inventario,2002,2002,unchanged,6,0
PWR-C5-125WAC,125W AC Config 5 Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-C5-125WAC/2,125W AC Config 5 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C5-125WAC=,125W AC Config 5 Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-C5-125WAC-RF,125W AC Config 5 Power Supply REMANUFACTURED,Inventario,2002,2002,unchanged,7,0
PWR-C5-1KWAC/2,1KW AC Config 5 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C5-1KWAC=.,1KW AC Config 5 Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-C5-600WAC,600W AC Config 5 Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-C5-600WAC/2,600W AC Config 5 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C5-600WAC=,600W AC Config 5 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C5-600WAC-RF,600W AC Config 5 Power Supply REMANUFACTURED,Inventario,2002,2002,unchanged,7,0
PWR-C5-BLANK,Config 5 Power Supply Blank,Inventario,2002,2002,unchanged,5,0
PWR-C6-125WAC=,125W AC Config 6 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C6-1KWAC/2,1KW AC Config 6 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C6-1KWAC=,1KW AC Config 6 Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-C6-600WAC/2,600W AC Config 6 Power Supply - Secondary Power Supply,Inventario,2002,2002,unchanged,9,0
PWR-C6-600WAC=,600W AC Config 6 Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-CAB-AC-EU,Power Cord for AC V2 Power Module (Europe),Inventario,2002,2002,unchanged,8,0
PWR-CC1-150WAC,Cisco C8200 1RU AC 150W PoE Power supply,Inventario,2003,2003,unchanged,8,0
PWR-CC1-250WAC,Cisco C8300 1RU 250W AC Power supply,Inventario,2006,2006,unchanged,7,0
PWR-CC1-650WAC,Cisco C8300 2RU AC Power supply,Inventario,2006,2006,unchanged,6,0
PWR-CH1-400WAC,"Cisco C8500L 400W AC Power Supply, Reverse Air",Inventario,2003,2003,unchanged,8,0
PWR-CH1-750WACR,Cisco C8500/CW9800 750W AC Power Supply,Inventario,2003,2003,unchanged,7,0
PWRCLIP-EU-SPR,Power adapter clip for Europe,Inventario,4001,4001,unchanged,5,0
PWR-CLP,Power Retainer Clip For Cisco 3560-C and 2960-C Compact Swit,Inventario,2002,2002,unchanged,12,0
PWR-CORD-EUR-A,PWR CORD 1.8M BLACK YP-23 TO YC-12,Inventario,4008,4008,unchanged,10,0
PWR-CORD-EUR-A=,PWR CORD 1.8M BLACK YP-23 TO YC-12,Inventario,4008,4008,unchanged,10,0
PWR-CORD-EUR-B,Power Cord for Europe 2m 10A,Inventario,4008,4008,unchanged,6,0
PWR-CORD-EUR-D,POWER CORD EUR YP23 to YC12,Inventario,4008,4008,unchanged,6,0
PWR-CORD-EUR-F,Power Cord for Europe 5m 10A,Inventario,4008,4008,unchanged,6,0
PWR-CORD-ITA-B,Power Cord for Italy 2m 10A,Inventario,4008,4008,unchanged,6,0
PWR-CORD-ITA-F,Power Cord for Italy 5m 10A,Inventario,4008,4008,unchanged,6,0
PWR-CORD-USA-B,Power Cord for United States of America 2m 10A Power Cord for United States of America 2m 10A,Inventario,4008,4008,unchanged,18,1
PWR-CORD-USA-F,Power Cord for United States of America 4.5m 10A,Inventario,4008,4008,unchanged,10,0
PWR-CORD-ZAF-B,Power Cord for South Africa 2m 10A,Inventario,4008,4008,unchanged,7,0
PWR-COVER-4430,Cover for empty 2nd Power Supply slot on Cisco ISR 4430,Inventario,2003,2003,unchanged,11,0
PWRDR32,32 Reader License add-on,Inventario,2014,2014,unchanged,5,0
PWR-DT-150W-AC,"Power supply, desktop, 150W, AC input",Inventario,6001,6001,unchanged,6,0
PWR-IE170W-PC-AC,IE FAMILY POWER SUPPLY 170W. AC to DC,Inventario,2002,2002,unchanged,8,0
PWR-IE170W-PC-AC=,IE FAMILY POWER SUPPLY 170W. AC to DC,Inventario,2002,2002,unchanged,8,0
PWR-IE170W-PC-DC=,170W Low DC to DC Power Supply,Inventario,2002,2002,unchanged,7,0
PWR-IE240W-PCAC-L,CISCO IE family power supply 240W AC,Inventario,2015,2015,unchanged,7,0
PWR-IE240W-PCAC-L=,240W AC to DC Power Supply,Inventario,2015,2015,unchanged,6,0
PWR-IE480W-PCAC-L=,480W AC to DC Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-IE50W-AC=,IE3000/2000 AC Power Module (updated),Inventario,2002,2002,unchanged,6,0
PWR-IE50W-AC-IEC,AC POWER MODULE W/ IEC PLUG,Inventario,2002,2002,unchanged,6,0
PWR-IE50W-AC-L,50W AC Power Supply (Lite),Inventario,2015,2015,unchanged,5,0
PWR-IE50W-AC-L=,50W AC to DC Power Supply,Inventario,2002,2002,unchanged,6,0
PWR-IE65W-PC-AC,"POWER MODULE - 110 V AC, 220 V AC",Inventario,2002,2002,unchanged,8,0
PWR-IE65W-PC-DC=,65W Low DC to DC Power Supply,Inventario,2002,2002,unchanged,7,0
PWR-MF4-125W-AC,PWRSPLY AC/DC for IR1800,Inventario,2003,2003,unchanged,5,0
PWR-RGD-AC-DC-H,IE4010/5000 Hazloc Pwr Supply High AC/DC 85-264VAC/88-300VDC,Inventario,2002,2002,unchanged,12,0
PWR-RPS2300,"SPARE RPS 2300 CHASSIS W/BLOWER, PS BLANK, NO POWER SUPPLY",Inventario,2003,2003,unchanged,11,0
PWR-VG400-AC,AC Power Supply for Cisco VG400,Inventario,2003,2003,unchanged,6,0
PX.T150J.004,HARD DISK GRAFITE 1 TB,Inventario,3004,3004,unchanged,5,0
PX0587,Connettore IEC C13 Femmina,Inventario,1002,1002,unchanged,4,0
PX0686,Connettore IEC C14 Maschio,Inventario,1002,1002,unchanged,4,0
PX1182E-1NCA,BORSA BUSINESS,Inventario,3004,3004,unchanged,2,0
PX1185E-1NCA,BORSA SOFT,Inventario,3004,3004,unchanged,2,0
PX1554E-1NCA,BORSA PER PORTATILE TOSHIBA\,Inventario,3004,3004,unchanged,4,0
PX1779E-1NCA,ESSENTIAL CASE TOP 16IN,Inventario,3004,3004,unchanged,4,0
PX4H,BADGE PROX 34bit Proxcard II,Inventario,2014,2014,unchanged,5,0
PX599,PRESA VOLANTE VDE C19 16A,Inventario,1002,1002,unchanged,5,0
PXTNB3SEU1M,StarTech.com Cavo alimentazione Laptop o PC Schuko a C5,Inventario,2006,2006,unchanged,10,0
PY2610EC,RILEVATORE DI FUMO CONVENZIONALE,Inventario,17009,17009,unchanged,4,0
PYB412NL,BASE CON RELE' A 12 V- PER RIVELATORI,Inventario,17009,17009,unchanged,8,0
PYB501,BASE PER RILEVATORI ANALOGICI,Inventario,17009,17009,unchanged,4,0
PZAEFK-E,ZONE CABLING FAN KIT,Inventario,1006,1006,unchanged,4,0
PZC12P,"Zone Cabling Wall Mount Cabinet with Perforated Front Door,",Inventario,1008,1008,unchanged,9,0
PZE111100701NU3,SCRIVANIA L.1100 P.700 ZEFIRO COL PIANO:MB BIANCO RIGATO COL GAMBA:AL ALLUMINIO 0 CH,Inventario,99001,99001,unchanged,17,0
PZE111600804CFK,SCRIVANIA L.1600 P.800 ZEFIRO COL.PIANO MB BIANCO RIGATO MODELLO GAMBA: TGML GAMBA AD ELLE ALLUMINIO,Inventario,99001,99001,unchanged,18,1
PZLRB2U,PanZone™ Rack di distribuzione aereo 2RU compreso di staffe per fissaggio del rack alla passerella f,Inventario,1008,1008,unchanged,16,0
PZLRB4U,"Struttura rack 19""/4 unità da installazione su armadi, canal",Inventario,1008,1008,unchanged,10,0
PZLRB6U,"PanZone Overhead Rack,6RU,BLK,EA",Inventario,1008,1008,unchanged,6,0
Q.GR-A,QUADRO GENERALE RETE A / Q.GR-A,Inventario,17001,17001,unchanged,7,0
Q.SER.IMP-P4,Q. Servizi Imp. Mec. Piano Quarto,Inventario,17001,17001,unchanged,6,0
Q0F09A,HPE StoreFabric CN1300R 10/25Gb CNA,Inventario,3004,3004,unchanged,6,0
Q0L14A,HPE SN1200E 16Gb 2p FC HBA,Inventario,3004,3004,unchanged,6,0
Q3517-LV,AXIS Q3517-LV Network Camera,Inventario,2013,2013,unchanged,5,0
Q5N-00006,ALIMENTATORE 65W POWER SUPPLY USB SURFACE,Inventario,3004,3004,unchanged,6,0
Q5Y-00003,O365E3Open ShrdSvr SNGL SubsVL OLP NL Annual Qlfd,Inventario,3002,3002,unchanged,8,0
Q711336,CUFFIE JABRA EVOLVE 40 OVER THE HEAD STEREO CIRCUMAURALE MINI PHONE,Inventario,4001,4001,unchanged,11,0
Q711493,CAVO AUDIO KABRA 2 MINI,Inventario,3004,3004,unchanged,5,0
Q7Y-00002,Microsoft M365 Apps Enterprise Open Single Language Subscription Open Value No Level 1 Month AP,Inventario,3002,3002,unchanged,15,0
Q7Y-00003,O365ProPlusOpen ShrdSvr SNGL SubsVL OLP NL Annual Qlfd,Inventario,3002,3002,unchanged,8,0
Q7Y-00016,M365 Apps Enterprise Open ALng Sub OLV,Inventario,3002,3002,unchanged,7,0
QA0011,LICENZA LR DEVICE,Inventario,3005,3005,unchanged,3,0
QBX2004038,ADATTATORE CCS GEWISS SYSTEM,Inventario,1002,1002,unchanged,4,0
QC1.0060A,Quadro di commutazione separato con teleruttori 4P da 60A,Inventario,17005,17005,unchanged,9,0
QC1.0090A,Quadro di commutazione separato con teleruttori 4P da 90A,Inventario,17005,17005,unchanged,9,0
QC1.0250A,Quadro di commutazione separato (commutatore motorizzato da 250A) 60 x 25 x80 cm (lung x larg x h ),Inventario,17005,17005,unchanged,18,1
QCONTAINMENTQAMA236,PROD AIR PROD,Inventario,17001,17001,unchanged,3,0
QCONTAINMENT-QPBE302,PRODUCT 3RD PARTY HARDWARE OTHER AGAINST THE WALL SLIDING DOOR WITH LEFT OPENING,Inventario,17001,17001,unchanged,13,0
QCONTAINMENT-QPBE569,PRODUCT 3RD PARTY HARDWARE OTHER AGAINST THE WALL SLIDING DOOR SDWA42U910D1070LECO,Inventario,17001,17001,unchanged,11,0
QCONTAINMENT-QPBE613,PRODUCT 3RD PARTY HARDWARE OTHER END PANEL 42U FOR AISLE SIZE AT 914MM,Inventario,17001,17001,unchanged,13,0
QCONTAINMENT-QPBE715,PRODUCT AIR PRODUCTS OTHER BLANKING PANELS 42U 1000MM AND 1020MM,Inventario,17001,17001,unchanged,10,0
QDD-400-CU2M=,"400G Passive Cable, 2m",Inventario,2002,2002,unchanged,4,0
QE2123,MOLLA DI AUTOCHIUSURA PER PORTE ANTINCENDIO,Inventario,1002,1002,unchanged,6,0
QE2132,NOTTOLINO DI FERMO PER MOLLE PORTE REI,Inventario,1002,1002,unchanged,7,0
QE85Q950TSTXZT,Samsung QLED 8K Q950T 2020,Inventario,4009,4009,unchanged,5,0
Q-ICARE1-250,1-Year Software Care for Gateway 250,Inventario,3005,3005,unchanged,7,0
QJX-00010,Microsoft Surface Pro Keyboard,Inventario,3004,3004,unchanged,4,0
QM2131,Datalogic QuickScan Mobile QM2131 Handheld 1D CCD Black,Inventario,3004,3004,unchanged,8,0
QM98T-B,"Monitor 98"" UHD, 500 nits, Tizen 7",Inventario,4009,4009,unchanged,7,0
QMAKE_3PHASE_AQ,23U SmartBunker FX configuration,Inventario,17001,17001,unchanged,4,0
QP.APM.BM.COM-IG200,Extra prezzo per modulo di gestione del parallelo senza potenza con logica COMAP IG200 - montato a b,Inventario,17005,17005,unchanged,17,0
QP6512-FULLKIT-N,ARMADIO PENSILE DIM. H605 L600 P500 MM,Inventario,1006,1006,unchanged,7,0
QP6515-FULLKIT-N,ARMAD A0200Q42 A PARET P500 15U + BARRA ALIM + MAGNETOTERMI,Inventario,1006,1006,unchanged,9,0
QP6612-FULLKIT-N,BALZAC Armadio a parete P600 12U + Barra di alimentazione 1U,Inventario,1006,1006,unchanged,10,0
QPP24BL,PANNELLO DI PERMUTAZIONE A 24 PORTE,Inventario,1008,1008,unchanged,6,0
QSC2GANGBBNW,Scatola da incasso New Work 2 US gang.,Inventario,4009,4009,unchanged,8,0
QSCCORE110FV2,"DSP audio 8 in, 8 out e 8 flex",Inventario,4007,4007,unchanged,9,0
QSCCORE8FLEX,DSP con 8 porte configurabili,Inventario,4009,4009,unchanged,5,0
QSCNV32H,Network Video Endpoint licenziabile Dante,Inventario,4007,4007,unchanged,5,0
QSCSLQUD8NP,Licenza software per UCI Deployment,Inventario,4007,4007,unchanged,5,0
QSCTSC70G3,Pannello di controllo Touch Screen da parete,Inventario,4007,4007,unchanged,7,0
QSFP-100G-AOC1M=,"100GBASE QSFP Active Optical Cable, 1m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-AOC2M=,"100GBASE QSFP Active Optical Cable, 2m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-AOC3M=,"100GBASE QSFP Active Optical Cable, 3m",Inventario,2002,2002,unchanged,6,0
QSFP-100G-AOC5M=,"100GBASE QSFP Active Optical Cable, 5m",Inventario,2002,2002,unchanged,6,0
